Driver_ID,Distance_Feature,Speeding_Feature
3423312655,44.97,009
3423310843,49.35,010
3423311474,53,004
3423312573,56.63,005
3423310535,66.45,004
3423310605,41.42,007
3423310616,59.14,008
3423312884,36.8,004
3423313044,55.03,002
3423312787,51.24,005
3423313031,45.52,004
3423310693,50.75,005
3423311067,73.97,003
3423312510,40.05,005
3423313071,49.55,003
3423311072,60.58,003
3423310570,36.12,004
3423312114,43.7,007
3423311561,77.82,009
3423312317,42.41,007
3423311941,46.46,006
3423313768,42.52,005
3423312255,48.96,006
3423313865,41.59,003
3423312926,58.07,005
3423313544,49.89,009
3423314088,71.42,003
3423312267,48.29,005
3423311199,47.24,003
3423313601,42,005
3423311069,52.11,008
3423310745,54.97,005
3423313489,58.11,009
3423312132,72.99,004
3423313178,58.53,002
3423311202,56.08,004
3423313662,33.77,003
3423312954,39.31,003
3423310538,33.46,008
3423313469,48.75,008
3423311000,64.69,005
3423312847,38.47,002
3423313780,47.13,003
3423311079,50.73,009
3423314274,34.4,002
3423311233,33.48,005
3423312287,45.9,007
3423310868,49.23,003
3423313242,51.51,006
3423312305,49.18,005
3423313730,57.78,005
3423311336,28.74,005
3423312674,45.15,005
3423314423,50.93,007
3423314204,61.99,005
3423314015,47.9,003
3423311724,65.76,004
3423310661,56.57,008
3423314352,48.53,004
3423312673,53.39,007
3423313304,43.86,008
3423311650,58.52,006
3423314162,66.75,007
3423311981,68.18,005
3423312708,62.89,005
3423311842,55.64,004
3423312918,53.12,006
3423310789,57.4,009
3423313525,35.52,006
3423314278,40,003
3423313952,58.5,005
3423312087,27.59,007
3423313006,45.9,006
3423310753,62.47,007
3423313102,38.7,005
3423313011,53.45,004
3423310607,56.48,003
3423310908,58.94,005
3423311355,58.46,008
3423312597,58.46,005
3423311982,57.82,001
3423311115,46.11,004
3423312475,57.25,006
3423311022,35.04,005
3423314271,38.49,007
3423311173,62.91,004
3423312670,51.77,005
3423312833,34.74,008
3423311446,48.67,003
3423313116,72.61,004
3423314066,41.2,003
3423310486,45.08,004
3423313356,54.41,007
3423313227,36.24,002
3423314020,43.29,004
3423311032,35.7,002
3423313374,49.07,007
3423312629,53.42,007
3423310816,66.52,002
3423312637,54.8,008
3423314101,51.22,004
3423314287,40.14,001
3423312468,45.01,007
3423312922,67.27,003
3423310704,55.42,006
3423313190,45,007
3423310899,63.99,005
3423311761,50.13,007
3423311142,41.71,008
3423313675,64.48,003
3423310935,52.58,007
3423310877,50.79,005
3423311912,60.41,008
3423312705,44.97,006
3423313140,43.83,003
3423311031,41.84,007
3423313778,60.82,005
3423313287,46.26,007
3423312002,44.7,004
3423313494,42.04,003
3423311983,38.93,001
3423311180,57.13,005
3423312351,37.52,001
3423311348,59.66,003
3423311125,49.6,004
3423310477,40.66,007
3423314211,48.05,007
3423312279,55.67,003
3423312010,43.35,003
3423310807,46.51,006
3423314270,70.91,007
3423311150,44.03,007
3423313294,35.2,006
3423311953,43.3,005
3423310726,44.78,006
3423310523,52.82,005
3423313305,37.21,005
3423311563,42.7,006
3423314025,33.32,008
3423312696,58.67,006
3423312639,58.13,007
3423312209,47.11,006
3423313502,45.39,006
3423312231,39.61,006
3423313619,63.94,004
3423310825,45.15,003
3423310812,59.59,006
3423312687,64.19,004
3423310886,45.63,007
3423311613,47.64,003
3423311637,63.75,008
3423313983,54.16,005
3423312346,66.42,004
3423310665,45.96,004
3423310690,37.21,006
3423310612,70.05,007
3423312034,54.32,003
3423311923,49.09,005
3423312052,47.47,007
3423312882,56.14,006
3423313802,47.57,005
3423313174,55.15,009
3423312118,52.99,009
3423313225,68.57,004
3423310946,35.46,005
3423310773,27.32,006
3423311118,44.74,002
3423311330,46.55,005
3423311447,36.59,007
3423313851,45.58,000
3423313202,68.64,009
3423311277,36.22,005
3423313723,43.94,006
3423313238,39.21,005
3423313334,32.36,005
3423310964,70.25,006
3423312381,51.06,007
3423310752,46.92,006
3423312092,44.49,007
3423311495,62.01,002
3423312815,32.33,007
3423312452,54.26,003
3423311205,52.53,006
3423313762,50.69,008
3423313819,53.79,005
3423310567,36.19,002
3423312487,42.01,004
3423311182,31.12,005
3423314094,56.16,006
3423313657,62.38,002
3423312635,52.32,006
3423314206,34.81,003
3423313099,42.03,004
3423311341,43.61,008
3423311270,63.2,007
3423312747,41.61,004
3423312730,33.45,005
3423311880,39.06,008
3423314108,53.51,001
3423311003,19.62,003
3423310788,41.26,007
3423311274,51.31,003
3423310623,32.51,002
3423312941,53.18,007
3423312675,51.24,005
3423310466,48.97,004
3423312480,68.7,003
3423312258,74.14,005
3423312784,38.76,006
3423310581,46.39,006
3423312802,56.55,002
3423311120,50.93,010
3423312503,44.51,001
3423314237,76.31,004
3423311683,59.02,003
3423313909,45.85,006
3423311735,59.98,006
3423312223,44.15,005
3423313501,56.09,011
3423314060,41.52,005
3423312981,71.33,004
3423313024,66.13,004
3423313446,38.77,005
3423312773,48.5,007
3423311973,43.65,005
3423313267,52.81,010
3423310743,57.35,007
3423313143,57.27,004
3423311397,58.51,006
3423310885,48.44,007
3423314436,45.99,003
3423313051,62.48,008
3423314195,53.07,001
3423313506,43.96,005
3423311942,55.07,006
3423310542,34.54,002
3423310991,50.82,006
3423312632,55.45,008
3423313940,50.43,007
3423314385,59.81,008
3423311643,48.09,003
3423313475,64.81,008
3423312707,48.74,007
3423311590,53.44,001
3423310516,52.31,003
3423311002,38.29,006
3423313084,47.79,009
3423311789,71.67,007
3423313890,37.41,005
3423314071,52.13,007
3423310867,63.03,002
3423312704,52.1,002
3423313219,47.39,005
3423312395,42.57,005
3423314181,76.89,005
3423312472,52.59,006
3423313699,56.08,008
3423311809,38.66,001
3423311281,45.23,005
3423312119,52.85,005
3423312515,56.87,006
3423313816,36.66,004
3423310863,48.88,002
3423313939,60.99,004
3423313415,48.69,006
3423311398,36.84,006
3423311453,36.08,005
3423313524,49.37,003
3423313530,51.82,005
3423313688,42.53,004
3423311394,44.13,006
3423313002,53.27,006
3423310734,54.33,006
3423313512,65.01,006
3423313232,51.46,004
3423310915,56.07,006
3423310797,53.48,005
3423312745,71.54,001
3423314191,44.69,003
3423313551,36.53,006
3423313737,50.75,004
3423313706,57.83,007
3423312997,47.41,003
3423310489,52.98,006
3423313075,46.99,006
3423313199,66.27,005
3423314150,33.42,009
3423311692,61.98,004
3423313157,34.11,001
3423313679,52.42,007
3423314296,57.05,005
3423313912,54.73,005
3423311716,64.47,002
3423313119,31.38,007
3423314067,68.87,005
3423311172,57.61,005
3423311558,57.65,008
3423312332,58.08,004
3423312003,51.31,006
3423312174,66.32,006
3423311112,51.75,005
3423312555,51.75,006
3423311726,34.26,005
3423312903,48.79,006
3423313900,23.46,002
3423312798,61.32,004
3423311433,44.18,005
3423314283,38.98,007
3423311800,41.52,008
3423311189,64.71,005
3423313815,55.04,004
3423312571,41.94,003
3423311680,46.88,006
3423312467,73.97,003
3423311506,35.55,005
3423311411,51.54,009
3423314038,53.32,004
3423312996,63.86,002
3423313030,33.69,008
3423311242,47.34,006
3423313658,35.38,004
3423311668,61.31,004
3423313668,55.71,001
3423310856,58.87,003
3423313214,43.3,005
3423312091,36.19,008
3423313463,47.62,005
3423312825,39.87,005
3423311781,51.76,009
3423313460,46.82,005
3423312321,59.73,008
3423314110,60.88,007
3423313091,55.99,004
3423313518,46.93,003
3423311413,62.48,002
3423312492,59.47,005
3423312461,49.09,005
3423311977,42.49,005
3423313725,36.63,005
3423313783,57.03,006
3423312545,40.71,006
3423312824,42.1,006
3423310630,53.8,003
3423313049,53.5,002
3423312517,37.27,006
3423311843,44.17,006
3423312145,39.32,005
3423311530,48.39,006
3423312823,57.14,005
3423314089,47.26,003
3423310475,38.03,005
3423314425,31.36,005
3423312271,68.26,006
3423312706,54.23,002
3423312755,52.52,001
3423310603,52.19,003
3423314129,78.26,004
3423313239,78.56,004
3423311792,58.48,005
3423311214,47.36,007
3423312968,50.25,006
3423311062,76.26,002
3423313061,34.12,004
3423311006,49.99,007
3423311420,60.89,006
3423313426,51.83,006
3423311968,40.4,002
3423313062,64.86,008
3423312486,51.32,003
3423313533,55.83,004
3423311198,61.88,002
3423312644,45.35,004
3423313666,55.7,001
3423312816,40.17,002
3423310983,61.46,007
3423311403,41.67,004
3423314256,44.85,003
3423314402,53.25,008
3423314390,41.92,005
3423310909,63.38,004
3423312769,55.52,008
3423311730,59.16,007
3423310847,62.14,006
3423312290,33.4,009
3423313493,41.01,003
3423312296,39.59,003
3423313434,48.31,006
3423311220,47.96,004
3423313379,40.43,005
3423311749,50.35,004
3423313999,46.08,003
3423312096,48.83,005
3423313584,50.29,004
3423312543,56.23,004
3423311498,36.93,004
3423311700,51.13,008
3423313387,45.21,003
3423314426,47.56,008
3423311840,49.5,009
3423312315,41.22,008
3423313844,65.02,003
3423310501,61.22,009
3423310720,39.6,007
3423311546,59.64,006
3423311058,50.75,008
3423313464,55.84,003
3423311090,51.12,006
3423310694,54.09,006
3423313948,45.71,007
3423311885,64.43,005
3423312299,51.49,002
3423311412,42.73,005
3423312399,55.28,002
3423312150,46.47,007
3423311681,65.79,003
3423313322,42.04,005
3423313193,52.88,005
3423311260,51.86,002
3423311605,42.75,004
3423313158,41.34,003
3423314046,37.14,006
3423313476,51.39,009
3423313833,41.93,004
3423313226,64.54,007
3423313792,50.24,008
3423311516,43.43,010
3423312911,26.87,003
3423314370,55.75,003
3423313588,51.23,005
3423311415,45.6,004
3423314386,53.04,009
3423312914,74.2,003
3423311396,68.53,003
3423313886,61.21,001
3423313990,51.91,002
3423311709,39.73,007
3423313797,63.49,004
3423314438,41.37,001
3423313701,58.09,006
3423311725,41.1,004
3423312149,29.32,006
3423313777,53.43,005
3423311020,42.54,005
3423312806,48.38,006
3423313708,53.68,002
3423311244,43.9,001
3423311225,50.56,004
3423312392,62.59,004
3423311796,37.18,003
3423313509,48.98,006
3423314373,46.67,006
3423313674,56.56,003
3423310677,48.74,003
3423312838,63.24,003
3423311810,36.26,011
3423310594,37.36,002
3423312848,48.48,001
3423312677,29.42,007
3423310764,55.04,005
3423313749,54.05,002
3423310566,49.24,001
3423312429,51.72,005
3423312799,43.03,007
3423312631,56.77,007
3423312654,31.62,005
3423314036,30.61,002
3423311352,39.68,004
3423314149,44.39,004
3423311008,47.51,009
3423314245,59.39,005
3423313291,65.3,005
3423312254,44.3,003
3423313484,47.74,003
3423311463,57.2,007
3423312528,37.62,003
3423311593,44.39,003
3423312529,51.67,005
3423311096,59.58,004
3423312370,42.08,007
3423310617,34.59,005
3423313645,60.39,008
3423312107,59.46,006
3423311135,56.72,003
3423312559,55.09,004
3423313577,59.63,003
3423312189,54.41,004
3423312693,46.15,005
3423310686,29.92,004
3423311972,52.07,003
3423313951,57.64,006
3423312974,55.9,003
3423310551,44.65,004
3423314254,60.79,006
3423314169,50.38,006
3423313293,62.09,003
3423314063,51.05,004
3423313330,53.11,002
3423314397,64.75,007
3423310471,61.68,006
3423312001,51.3,005
3423314231,59.63,001
3423312863,56.13,006
3423310572,42.12,004
3423312962,60.37,007
3423311379,37.6,006
3423313009,51.12,004
3423313943,46.04,002
3423313112,42.52,010
3423314284,66.51,010
3423312765,37.17,005
3423312236,55.8,005
3423313676,56.27,004
3423314349,65.04,008
3423313968,43.77,006
3423313607,63.01,007
3423313670,42.77,006
3423311777,44.26,008
3423310831,55.84,009
3423314238,52.42,007
3423312967,29.67,005
3423312614,46.95,008
3423310744,46.28,005
3423311153,55.74,005
3423312099,56.12,003
3423313196,54.26,004
3423310958,56.04,001
3423311148,60.79,008
3423311604,50.19,005
3423313139,50.72,006
3423313431,52.72,002
3423312777,61.67,005
3423312685,47.17,005
3423311272,51.93,005
3423310557,38.38,006
3423313786,57.32,009
3423312592,39.57,004
3423311857,68.99,004
3423311106,35.39,007
3423314097,56.91,008
3423311238,48.66,004
3423312089,57.91,004
3423314164,41.25,006
3423313732,46.26,008
3423313474,27.99,002
3423312992,40.4,005
3423311802,45.54,003
3423310453,34.68,006
3423313022,48.75,006
3423310495,46.79,007
3423310810,53.83,006
3423313635,51.13,005
3423312908,61.03,007
3423312714,32.3,005
3423312652,55.84,005
3423314391,29.73,004
3423312368,58.43,005
3423311886,45.56,003
3423311891,56.99,007
3423313490,42.04,004
3423311878,54.03,003
3423311278,49.17,005
3423311769,55.12,006
3423313722,39.28,006
3423310639,39.88,004
3423311085,34.49,008
3423311913,50.52,007
3423310880,40.7,002
3423310483,53.33,003
3423311540,34.04,005
3423313182,45.54,011
3423312660,52.09,008
3423310716,45.01,008
3423312576,52.06,003
3423310555,58.46,005
3423311488,37.58,007
3423311565,46.91,002
3423314294,48.57,008
3423310796,25.39,007
3423310684,53.29,008
3423313063,55.97,003
3423313667,39.14,007
3423313092,48.74,004
3423310945,52.26,002
3423313077,67.57,007
3423312842,38.43,004
3423311256,29.59,004
3423311455,39.81,008
3423311617,37.84,003
3423313223,53.56,002
3423312633,48.79,002
3423311947,37.66,002
3423311599,52.05,007
3423311931,65.27,006
3423313587,38.74,006
3423313321,29.28,003
3423312496,21.6,003
3423312889,28.7,000
3423313467,46.08,007
3423311868,42.02,005
3423312820,49.96,001
3423310950,48.05,009
3423311171,61.36,005
3423314400,52.83,007
3423310865,69.19,004
3423313510,33.2,003
3423311555,51.27,005
3423313396,54.48,002
3423311501,42.47,007
3423310730,46.2,005
3423311581,47.92,002
3423313265,49.43,005
3423312039,38.26,005
3423310562,30.5,005
3423311654,48.88,007
3423314105,49.45,004
3423310620,60.69,006
3423312325,57.36,007
3423313350,51.15,006
3423313365,30.3,001
3423313303,55.41,003
3423313593,44.98,003
3423313903,56.9,010
3423314383,36.37,005
3423312957,55.2,001
3423311046,66.98,009
3423312584,65.93,003
3423311081,50.89,005
3423314023,40.97,003
3423312484,46.17,003
3423312829,43.19,005
3423310985,42.01,006
3423313831,66.26,006
3423314326,48.41,006
3423311714,64.68,010
3423311028,65.17,002
3423310801,40.48,004
3423311664,38.74,007
3423312198,39.83,004
3423310627,42.94,003
3423311499,54.04,007
3423310927,35.32,006
3423311149,62.47,004
3423311335,39.72,007
3423310587,47.95,009
3423311699,40.29,007
3423313159,51.25,005
3423311009,51.77,003
3423311742,32.28,008
3423311036,44.08,005
3423310657,52.84,004
3423313110,48.98,003
3423310855,57,008
3423313310,58.22,005
3423310474,41.38,002
3423310738,45.01,007
3423311816,43.28,009
3423313686,52.78,009
3423311939,37.25,008
3423313937,53.88,003
3423313731,53.84,006
3423311583,52.7,001
3423313180,44.56,004
3423314253,50.16,007
3423313910,51.76,004
3423312417,40.61,004
3423311564,56.47,008
3423312172,41.94,006
3423313036,62.92,007
3423314076,65.48,007
3423310533,48.82,002
3423311504,39.13,004
3423313413,30.27,004
3423314166,47.01,006
3423310846,39.04,004
3423313644,36.6,004
3423311550,60.09,003
3423312431,38.5,007
3423314140,60.46,003
3423313339,48.26,005
3423311193,46.74,002
3423310674,44.85,002
3423310813,61.38,006
3423313385,63.88,006
3423312894,44.43,004
3423312546,59.64,006
3423312324,55.07,001
3423310582,56.72,007
3423313956,52.33,004
3423312579,47.04,007
3423313263,45.59,006
3423311374,45.47,005
3423314207,50.18,003
3423310871,38.85,008
3423312920,51.57,003
3423310763,56.38,001
3423314218,43.52,008
3423310714,53.46,005
3423310625,45.74,004
3423311755,46.48,006
3423313620,50.63,008
3423313898,43.06,003
3423312192,34.77,004
3423310485,47.34,005
3423311469,59.12,011
3423313663,41.22,004
3423311211,46.41,010
3423313639,45.58,004
3423312415,45.28,007
3423314069,55.43,006
3423313569,54.32,004
3423311805,40.04,003
3423312851,62.46,005
3423312423,60.24,004
3423310887,54.78,006
3423314192,52.11,004
3423313163,46.1,006
3423310700,46.13,009
3423311304,45.62,005
3423312122,56.74,003
3423314310,42.62,004
3423312810,74.88,007
3423314096,33.22,003
3423313978,39.93,004
3423313243,60.35,002
3423314127,54.66,004
3423312463,34.96,006
3423310631,58.1,008
3423311753,46.64,002
3423313430,63,006
3423312330,48.1,009
3423312904,38.66,003
3423312018,48.91,000
3423312641,63.5,004
3423313056,44.26,004
3423314329,36.23,003
3423314174,45.16,005
3423310513,49.35,008
3423310662,49.73,011
3423310883,54.63,005
3423311575,54.04,007
3423311410,60.63,006
3423312147,40.05,000
3423311757,61.61,001
3423312910,45.63,008
3423312017,40.1,004
3423311739,35.24,007
3423312620,49.02,007
3423314022,50.07,008
3423312715,54.38,004
3423311378,56.85,003
3423312760,42.39,004
3423311719,49.53,004
3423310918,37.42,008
3423313148,57.2,006
3423313770,38.4,004
3423313465,50.1,005
3423311803,53.42,001
3423312728,50.55,004
3423312568,45.7,007
3423311595,48.56,003
3423310529,59.31,007
3423311921,46.6,004
3423313145,49.49,003
3423313637,40.67,005
3423312661,62.34,003
3423314360,56.89,007
3423311323,52.19,004
3423312532,39.67,005
3423312354,49.69,005
3423313371,56.33,003
3423313800,44.21,005
3423313618,43.54,006
3423312142,33.63,005
3423312764,58.27,001
3423311566,40.18,006
3423311043,50.38,005
3423313897,37.68,005
3423312207,50.65,003
3423313960,44,007
3423314157,50.05,008
3423313575,56.99,007
3423312618,66.04,005
3423311698,33.17,002
3423310520,45.31,006
3423313919,64.43,008
3423311835,52.05,004
3423310996,45.12,004
3423310509,55.8,008
3423312284,55.43,004
3423311084,43.25,004
3423312549,55.56,004
3423312124,47.95,008
3423311019,66.13,005
3423313559,50.75,002
3423310804,64.75,004
3423310848,36.52,007
3423310866,60.46,004
3423311217,49.37,009
3423313432,50.69,007
3423312849,70.29,008
3423311140,50.64,002
3423312912,38.68,004
3423313757,56.9,003
3423312161,43.42,008
3423312385,40,006
3423311994,66.08,004
3423313944,62.75,006
3423314408,50.25,010
3423314263,41.55,003
3423312976,51.98,003
3423314112,56.02,005
3423313296,47.55,003
3423311050,45.86,006
3423313014,44.31,004
3423310637,63.6,002
3423313325,51.62,006
3423310910,47.76,003
3423312596,49.68,009
3423311922,45.02,005
3423311021,37.79,003
3423312853,49.27,005
3423310751,39.67,009
3423312208,50.9,009
3423313406,29.54,005
3423311222,44.2,006
3423313423,59.43,005
3423313358,45.78,008
3423310459,48.82,005
3423311846,51.48,006
3423311894,36.11,009
3423312958,47.52,006
3423310624,57.27,009
3423312959,47.95,005
3423312197,49.19,007
3423312143,54,004
3423310981,52.27,007
3423312371,62.39,004
3423311166,48.22,005
3423313734,71.83,005
3423310711,42.53,003
3423313107,41.02,009
3423312384,39.76,008
3423313589,54.67,004
3423312801,65.55,003
3423314158,56.67,005
3423311997,58.09,003
3423313217,45.26,011
3423313264,48.47,006
3423313482,60.23,002
3423312743,39.97,003
3423313035,67.34,001
3423311858,67.87,003
3423312028,29.69,006
3423310961,54.15,005
3423310845,51.15,003
3423313098,50.1,005
3423313535,68.64,003
3423311822,54.16,003
3423312110,43.23,003
3423310767,63.62,004
3423311938,52.73,003
3423313612,64.16,007
3423313138,50.08,003
3423314250,47.15,003
3423313941,49.3,001
3423310766,43.37,004
3423312362,49.88,005
3423312786,55.95,008
3423312753,47.52,008
3423312379,56.61,006
3423314230,53.26,006
3423314084,55.77,005
3423311902,44.67,007
3423314320,55.07,004
3423313435,39.75,003
3423313962,65.73,005
3423312498,49.55,003
3423314128,59.63,004
3423314095,54.67,005
3423312022,56.32,008
3423312339,44.71,006
3423314187,45.95,003
3423314239,54.84,006
3423311014,47.34,006
3423313149,45.73,003
3423312036,48.84,007
3423314308,57.45,006
3423312642,60.97,009
3423314219,50.64,004
3423311642,52.12,005
3423311898,34.72,005
3423312951,53.49,004
3423310494,56.82,003
3423312408,50.26,005
3423311737,44.29,006
3423313152,29.93,004
3423314006,58.14,007
3423313332,43.63,008
3423313989,52.03,004
3423313710,55.81,006
3423312056,69.54,007
3423314446,35.54,006
3423312068,37.06,008
3423313649,44.46,004
3423313555,53.36,011
3423312531,54.1,008
3423313739,41.54,008
3423314429,37.17,002
3423313206,48.39,005
3423311608,51.92,007
3423311969,60.39,007
3423314316,40.03,004
3423313564,32.36,005
3423310894,65.55,002
3423313246,58.83,003
3423311662,59.37,006
3423314170,74.91,005
3423313917,51.97,005
3423312187,35.67,005
3423314217,41.93,004
3423313037,48.01,006
3423312155,29.85,006
3423313627,57.22,007
3423311098,52.76,004
3423313228,71.84,003
3423313862,57.11,005
3423312877,45.24,003
3423314322,65.49,006
3423314378,58.16,009
3423314175,30.44,003
3423311489,58.54,007
3423312662,55.85,005
3423310611,54.94,007
3423312688,66.46,006
3423311775,44.42,006
3423312611,63.96,005
3423310602,44.38,005
3423313560,67.31,005
3423314393,54.63,002
3423310527,50.98,000
3423313532,66.8,006
3423314366,52.43,006
3423313188,39.4,008
3423311368,50.63,003
3423310931,49.28,006
3423312094,72.16,005
3423311538,36.74,007
3423310553,52.48,008
3423314367,59.95,007
3423311507,65.88,008
3423312203,49.83,009
3423314056,60.85,005
3423314068,59.7,010
3423310585,66.76,002
3423313205,50.68,004
3423312523,44.67,005
3423314268,53.88,004
3423314327,48.34,004
3423310870,46.08,003
3423311061,58.53,008
3423312897,53.43,006
3423314225,51.34,008
3423313329,74.11,006
3423312033,55.79,005
3423310604,71.3,008
3423312742,59.34,009
3423310838,73.13,003
3423312269,38.97,004
3423312211,31.88,007
3423312306,26.14,005
3423312547,35.39,008
3423311300,60.21,006
3423312502,49.17,000
3423310502,35.29,003
3423312740,51.57,005
3423313769,56.01,004
3423313347,59.08,005
3423310859,56.78,006
3423312859,56.02,005
3423311071,31.3,005
3423311597,56.1,009
3423313541,60.55,007
3423313013,64.6,003
3423311738,32.09,006
3423311766,52.49,006
3423314350,61.01,007
3423312278,57.26,006
3423312751,34.42,006
3423311871,44.44,007
3423312250,45.53,005
3423312320,44.78,006
3423312086,31.13,006
3423310971,39.02,004
3423311669,53.34,002
3423312615,51.01,005
3423311529,48.81,006
3423311268,50.16,004
3423314080,66.56,004
3423313277,51.05,004
3423311918,51.44,005
3423311029,49.22,005
3423312216,44.82,007
3423312949,55.23,008
3423313156,45.51,003
3423313409,44.53,004
3423312822,25.9,003
3423313829,61.28,006
3423313392,30.89,005
3423311482,41.6,006
3423310717,69.79,006
3423312659,47.48,003
3423313167,50.64,003
3423310821,62.55,003
3423313250,40.97,006
3423311779,64.38,006
3423313681,72.33,005
3423311399,57.8,008
3423311230,60.3,007
3423313873,45.25,008
3423310740,61.46,006
3423314252,50.14,003
3423311353,51.31,002
3423313307,41.42,006
3423314412,33.65,008
3423312710,37.09,007
3423311851,35.76,007
3423314302,54.8,006
3423314092,41.47,006
3423313608,43.54,004
3423311727,42.72,003
3423312840,56.12,002
3423311967,51.91,006
3423312554,39.26,007
3423313973,50.81,005
3423311210,53,005
3423312365,43.65,008
3423310519,58.17,005
3423312221,58.88,005
3423311152,49.9,006
3423311661,49.94,003
3423312045,63.02,003
3423314279,41.73,004
3423310960,58.95,002
3423311776,52.33,006
3423314272,49.25,007
3423311841,71.63,006
3423314155,53.34,008
3423313233,40.49,005
3423312422,35.32,002
3423311760,41.45,003
3423312136,61.34,005
3423311536,43.15,008
3423313924,42.32,005
3423311426,30.44,004
3423313340,56.59,006
3423313147,45.05,004
3423312846,47.22,007
3423313693,34.87,004
3423312341,47.16,004
3423312355,44.75,003
3423310539,41.62,009
3423312493,47.67,004
3423312500,51.09,007
3423311123,54.14,008
3423310649,74.51,005
3423311787,51.47,007
3423312129,29.96,006
3423312606,35.52,006
3423311791,51.63,007
3423313720,31.73,008
3423312983,65.39,005
3423311687,41.39,010
3423311342,43.95,005
3423312082,54.48,008
3423312805,58.12,008
3423311364,53.04,004
3423313425,43.05,004
3423314244,56.28,007
3423312726,42.21,008
3423311147,35.47,003
3423311950,42.97,008
3423313842,70.3,002
3423310829,41.82,003
3423312558,63.43,010
3423313345,45.45,003
3423311317,56.25,006
3423313600,41.64,001
3423312867,49.85,005
3423310709,44.93,005
3423310638,45.35,006
3423311570,66.26,003
3423311522,56.11,001
3423311157,40.37,004
3423311167,27.14,004
3423313338,46.89,006
3423311302,52.27,001
3423314078,40.92,006
3423312393,58.37,002
3423311795,32.08,004
3423313503,50.93,006
3423313718,67.87,002
3423310644,59.36,007
3423313081,47.05,005
3423312390,59.87,004
3423313634,32.52,010
3423313095,43.65,002
3423312128,49.98,004
3423313872,61.27,006
3423313970,40.5,004
3423312505,62.04,005
3423311573,50.56,003
3423313047,31.4,007
3423311449,41.91,006
3423313360,38.34,004
3423314182,42.44,003
3423313088,45.94,006
3423311907,60.7,003
3423311827,55.02,003
3423314156,50.91,005
3423312565,54.92,002
3423312727,65.84,006
3423311076,55.84,004
3423313400,51.61,002
3423312680,45.94,003
3423314410,31.39,005
3423311707,41.02,007
3423312716,34.61,006
3423313933,34,006
3423312966,34.34,000
3423314227,53.94,004
3423311493,53.75,003
3423313311,69.02,005
3423311900,60.75,005
3423312725,50.41,003
3423314005,49.24,005
3423313315,65.23,005
3423314133,44.8,007
3423312603,48.77,006
3423313859,48.43,003
3423312746,56.71,008
3423311454,53.06,005
3423313397,26.95,008
3423310852,46.54,004
3423313782,43.23,004
3423314404,59.07,001
3423311227,35.88,004
3423311946,49.41,007
3423314305,45,007
3423312866,58.96,006
3423311359,60.01,006
3423311040,43.02,007
3423311636,43.2,007
3423312657,62.91,007
3423313359,39.21,006
3423312785,40.92,007
3423312048,41.31,005
3423313289,69.15,003
3423311080,69.44,008
3423313508,48.14,003
3423312240,53.95,003
3423314213,62.97,002
3423313344,74.19,009
3423314445,51.73,003
3423312234,28.32,003
3423310456,46.75,004
3423313685,47.98,008
3423312561,43.98,004
3423313255,41.47,006
3423312462,77.94,008
3423311607,53.72,006
3423312051,60.71,006
3423312151,52.3,004
3423310728,56.09,006
3423312671,25.69,008
3423313623,45.3,005
3423310591,58.88,006
3423311831,59.43,006
3423311712,57.76,005
3423310997,47.29,003
3423314398,28.69,006
3423313570,42.88,005
3423311505,57.96,002
3423312041,46.72,003
3423312861,60.59,008
3423313236,36.03,006
3423312183,64.94,001
3423312272,53.9,004
3423311993,49.08,005
3423312439,38.58,003
3423313108,38.13,004
3423311345,46.65,003
3423313848,46.88,006
3423310891,49.9,004
3423310668,48.73,008
3423311729,31.88,006
3423310632,62.58,005
3423312593,61.6,003
3423312180,52.03,004
3423311430,28.98,005
3423311162,64.43,003
3423312865,48.26,003
3423313661,53.25,003
3423311236,45.32,004
3423312544,49.93,011
3423312783,50.28,006
3423313038,48.58,008
3423310919,67.82,006
3423313516,59.91,006
3423310672,64.55,007
3423313438,58.33,003
3423312302,32.88,006
3423311910,57.98,006
3423312970,52.67,006
3423311195,51.51,005
3423310817,54.46,003
3423312796,69.63,005
3423310827,49.92,002
3423314053,48.66,006
3423311190,38.6,002
3423314172,39.93,005
3423312713,66.74,006
3423310656,40.44,006
3423313652,52.86,005
3423314050,39.75,008
3423310968,61.33,001
3423312251,57.2,002
3423310911,65.91,003
3423313169,40,009
3423314198,49.98,004
3423311110,66,003
3423312748,52.84,004
3423312598,59.6,005
3423310844,48.82,006
3423311027,41.85,006
3423310791,53.52,009
3423311752,47.65,006
3423313901,56.01,006
3423310722,46.18,001
3423313007,64.8,008
3423310973,69.64,008
3423313677,56.23,002
3423314288,34.12,004
3423311478,61.8,001
3423310702,31.13,004
3423312582,73.18,008
3423313997,55.61,006
3423311241,51.84,002
3423312443,59.76,004
3423313696,54.84,007
3423312357,36.31,006
3423313719,29.94,004
3423312621,49.01,004
3423311194,47.93,005
3423313162,54.86,004
3423310719,34.3,008
3423313189,53.1,004
3423310583,41.62,004
3423314070,67.55,009
3423311294,60.29,006
3423313566,60.44,003
3423314134,30.15,006
3423313146,48.98,007
3423312206,45.56,004
3423313090,46.39,007
3423312712,54.84,003
3423311360,45.67,007
3423313454,47,005
3423314201,40.99,007
3423312689,50.64,005
3423311362,53.24,003
3423313617,61.45,009
3423313059,48.35,003
3423314229,33.51,004
